Crime Description,City,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Severity Score
ROBBERY,Delhi,16,F,Unknown,Violent Crime,16,Yes,8
SEXUAL ASSAULT,Hyderabad,74,M,Blunt Object,Violent Crime,2,No,9
KIDNAPPING,Lucknow,47,F,Knife,Other Crime,8,No,9
ASSAULT,Meerut,74,M,Blunt Object,Violent Crime,6,No,8
SHOPLIFTING,Hyderabad,51,F,Unknown,Other Crime,4,No,2
VANDALISM,Indore,76,F,Knife,Other Crime,8,Yes,3
KIDNAPPING,Delhi,75,F,Other,Other Crime,1,No,9
IDENTITY THEFT,Ahmedabad,11,M,Blunt Object,Violent Crime,4,Yes,4
TRAFFIC VIOLATION,Hyderabad,30,F,Knife,Traffic Fatality,13,Yes,2
VANDALISM,Srinagar,73,F,Poison,Other Crime,2,Yes,3
SHOPLIFTING,Hyderabad,15,M,Unknown,Other Crime,12,Yes,2
FIREARM OFFENSE,Varanasi,47,M,Unknown,Fire Accident,9,Yes,8
SEXUAL ASSAULT,Jaipur,57,F,Firearm,Violent Crime,19,Yes,9
CYBERCRIME,Delhi,21,F,Poison,Other Crime,3,No,5
TRAFFIC VIOLATION,Hyderabad,36,F,Unknown,Traffic Fatality,2,No,2
IDENTITY THEFT,Kolkata,69,M,Firearm,Violent Crime,5,Yes,4
CYBERCRIME,Surat,31,F,Poison,Other Crime,6,Yes,5
SEXUAL ASSAULT,Patna,29,F,Knife,Violent Crime,7,Yes,9
DOMESTIC VIOLENCE,Chennai,73,M,Explosives,Violent Crime,5,Yes,8
FRAUD,Lucknow,69,F,Knife,Other Crime,5,Yes,4
PUBLIC INTOXICATION,Delhi,32,F,Poison,Other Crime,4,No,1
DOMESTIC VIOLENCE,Chennai,11,M,Blunt Object,Violent Crime,14,Yes,8
COUNTERFEITING,Bangalore,16,F,Blunt Object,Other Crime,2,No,4
PUBLIC INTOXICATION,Bangalore,28,F,Other,Other Crime,11,No,1
VANDALISM,Ahmedabad,51,F,Other,Other Crime,14,Yes,3
ARSON,Varanasi,39,M,Other,Fire Accident,17,Yes,9
ARSON,Patna,46,M,Blunt Object,Fire Accident,19,No,9
SHOPLIFTING,Kanpur,33,F,Poison,Other Crime,16,Yes,2
BURGLARY,Visakhapatnam,56,F,Poison,Other Crime,15,No,6
SHOPLIFTING,Ahmedabad,42,F,Knife,Other Crime,5,Yes,2
TRAFFIC VIOLATION,Faridabad,78,F,Other,Traffic Fatality,5,Yes,2
SEXUAL ASSAULT,Bangalore,22,F,Unknown,Violent Crime,17,No,9
DRUG OFFENSE,Lucknow,72,F,Explosives,Other Crime,11,No,6
SHOPLIFTING,Hyderabad,26,F,Firearm,Other Crime,16,No,2
BURGLARY,Chennai,39,F,Poison,Other Crime,12,Yes,6
ASSAULT,Delhi,48,F,Other,Violent Crime,14,No,8
SEXUAL ASSAULT,Vasai,43,F,Firearm,Violent Crime,8,Yes,9
SEXUAL ASSAULT,Delhi,58,M,Explosives,Violent Crime,12,No,9
DRUG OFFENSE,Hyderabad,69,F,Knife,Other Crime,6,No,6
DRUG OFFENSE,Thane,38,M,Blunt Object,Other Crime,7,Yes,6
VEHICLE - STOLEN,Pune,77,F,Unknown,Violent Crime,1,No,5
BURGLARY,Delhi,37,F,Firearm,Other Crime,13,No,6
VEHICLE - STOLEN,Delhi,22,F,Unknown,Violent Crime,19,No,5
BURGLARY,Mumbai,68,F,Other,Other Crime,17,Yes,6
COUNTERFEITING,Kolkata,65,F,Unknown,Other Crime,12,No,4
ILLEGAL POSSESSION,Ludhiana,76,F,Explosives,Other Crime,17,Yes,5
ILLEGAL POSSESSION,Bangalore,69,F,Poison,Other Crime,1,No,5
FRAUD,Visakhapatnam,25,F,Unknown,Other Crime,18,No,4
ARSON,Varanasi,29,F,Unknown,Fire Accident,3,Yes,9
KIDNAPPING,Bangalore,10,F,Explosives,Other Crime,4,No,9
ASSAULT,Srinagar,54,F,Other,Violent Crime,15,No,8
VANDALISM,Delhi,56,M,Poison,Other Crime,7,No,3
PUBLIC INTOXICATION,Delhi,71,F,Poison,Other Crime,11,Yes,1
CYBERCRIME,Jaipur,14,M,Firearm,Other Crime,17,No,5
COUNTERFEITING,Surat,55,M,Other,Other Crime,13,Yes,4
ROBBERY,Kanpur,26,F,Explosives,Violent Crime,19,No,8
VANDALISM,Agra,67,F,Poison,Other Crime,1,Yes,3
VANDALISM,Jaipur,46,M,Explosives,Other Crime,10,No,3
DOMESTIC VIOLENCE,Mumbai,73,M,Knife,Violent Crime,17,Yes,8
ILLEGAL POSSESSION,Mumbai,37,F,Other,Other Crime,13,Yes,5
SHOPLIFTING,Surat,40,F,Firearm,Other Crime,6,No,2
COUNTERFEITING,Mumbai,11,F,Unknown,Other Crime,7,Yes,4
ASSAULT,Delhi,67,F,Firearm,Violent Crime,6,No,8
ASSAULT,Delhi,34,F,Firearm,Violent Crime,18,Yes,8
SHOPLIFTING,Mumbai,57,M,Poison,Other Crime,1,Yes,2
FIREARM OFFENSE,Jaipur,10,F,Explosives,Fire Accident,9,No,8
ROBBERY,Chennai,79,M,Knife,Violent Crime,16,Yes,8
TRAFFIC VIOLATION,Chennai,54,F,Poison,Traffic Fatality,10,Yes,2
VANDALISM,Ahmedabad,69,F,Explosives,Other Crime,7,Yes,3
ARSON,Patna,34,F,Poison,Fire Accident,15,Yes,9
BURGLARY,Hyderabad,71,F,Other,Other Crime,9,No,6
SHOPLIFTING,Pune,45,M,Unknown,Other Crime,2,No,2
EXTORTION,Mumbai,45,F,Blunt Object,Other Crime,13,Yes,7
IDENTITY THEFT,Ahmedabad,72,F,Firearm,Violent Crime,13,Yes,4
TRAFFIC VIOLATION,Mumbai,17,F,Blunt Object,Traffic Fatality,8,Yes,2
IDENTITY THEFT,Chennai,32,F,Unknown,Violent Crime,17,No,4
DRUG OFFENSE,Bangalore,75,M,Other,Other Crime,18,No,6
KIDNAPPING,Chennai,32,F,Firearm,Other Crime,17,Yes,9
HOMICIDE,Surat,63,F,Blunt Object,Other Crime,12,No,10
TRAFFIC VIOLATION,Lucknow,38,F,Blunt Object,Traffic Fatality,16,No,2
DRUG OFFENSE,Agra,15,M,Blunt Object,Other Crime,12,Yes,6
TRAFFIC VIOLATION,Hyderabad,40,F,Explosives,Traffic Fatality,15,Yes,2
ASSAULT,Pune,22,M,Knife,Violent Crime,12,No,8
ROBBERY,Delhi,66,M,Unknown,Violent Crime,12,No,8
DOMESTIC VIOLENCE,Nagpur,60,F,Other,Violent Crime,15,No,8
VANDALISM,Vasai,49,F,Explosives,Other Crime,19,Yes,3
SEXUAL ASSAULT,Hyderabad,69,F,Knife,Violent Crime,3,No,9
SHOPLIFTING,Delhi,48,F,Unknown,Other Crime,13,Yes,2
FRAUD,Kolkata,50,F,Poison,Other Crime,15,No,4
EXTORTION,Delhi,32,F,Firearm,Other Crime,1,Yes,7
CYBERCRIME,Hyderabad,56,M,Explosives,Other Crime,18,No,5
SEXUAL ASSAULT,Kolkata,37,F,Unknown,Violent Crime,5,Yes,9
FIREARM OFFENSE,Hyderabad,40,M,Unknown,Fire Accident,18,Yes,8
CYBERCRIME,Bangalore,74,F,Unknown,Other Crime,4,No,5
EXTORTION,Agra,32,M,Other,Other Crime,9,Yes,7
HOMICIDE,Lucknow,33,F,Knife,Other Crime,18,No,10
HOMICIDE,Mumbai,68,F,Other,Other Crime,18,Yes,10
COUNTERFEITING,Delhi,28,F,Knife,Other Crime,5,Yes,4
ILLEGAL POSSESSION,Chennai,40,F,Knife,Other Crime,7,Yes,5
ILLEGAL POSSESSION,Kolkata,20,F,Firearm,Other Crime,14,No,5
KIDNAPPING,Kanpur,44,F,Unknown,Other Crime,2,Yes,9
FIREARM OFFENSE,Hyderabad,36,F,Poison,Fire Accident,15,Yes,8
TRAFFIC VIOLATION,Patna,16,F,Other,Traffic Fatality,9,No,2
DRUG OFFENSE,Hyderabad,34,F,Poison,Other Crime,7,No,6
DRUG OFFENSE,Delhi,55,M,Unknown,Other Crime,14,Yes,6
VANDALISM,Chennai,41,F,Firearm,Other Crime,1,Yes,3
BURGLARY,Meerut,54,M,Firearm,Other Crime,5,No,6
ROBBERY,Pune,44,M,Explosives,Violent Crime,8,No,8
CYBERCRIME,Patna,17,F,Unknown,Other Crime,3,No,5
DOMESTIC VIOLENCE,Mumbai,48,M,Knife,Violent Crime,19,No,8
HOMICIDE,Chennai,59,F,Firearm,Other Crime,19,Yes,10
KIDNAPPING,Kanpur,33,F,Knife,Other Crime,5,No,9
PUBLIC INTOXICATION,Hyderabad,14,F,Unknown,Other Crime,16,No,1
PUBLIC INTOXICATION,Hyderabad,20,F,Other,Other Crime,4,Yes,1
ROBBERY,Mumbai,21,F,Unknown,Violent Crime,3,Yes,8
PUBLIC INTOXICATION,Delhi,67,F,Blunt Object,Other Crime,10,No,1
VEHICLE - STOLEN,Mumbai,25,M,Poison,Violent Crime,10,Yes,5
ARSON,Chennai,44,F,Explosives,Fire Accident,9,No,9
DRUG OFFENSE,Delhi,11,M,Unknown,Other Crime,7,Yes,6
DRUG OFFENSE,Surat,66,M,Explosives,Other Crime,3,No,6
ILLEGAL POSSESSION,Delhi,44,M,Firearm,Other Crime,7,Yes,5
ILLEGAL POSSESSION,Bangalore,38,F,Knife,Other Crime,19,No,5
VANDALISM,Delhi,74,M,Blunt Object,Other Crime,7,No,3
DOMESTIC VIOLENCE,Kolkata,72,M,Knife,Violent Crime,13,No,8
ASSAULT,Kolkata,41,F,Explosives,Violent Crime,1,No,8
IDENTITY THEFT,Delhi,49,F,Explosives,Violent Crime,19,Yes,4
ARSON,Mumbai,51,F,Blunt Object,Fire Accident,14,No,9
SHOPLIFTING,Chennai,53,F,Explosives,Other Crime,19,Yes,2
FRAUD,Ludhiana,77,F,Other,Other Crime,15,Yes,4
FIREARM OFFENSE,Bangalore,29,M,Explosives,Fire Accident,5,Yes,8
ARSON,Chennai,50,F,Blunt Object,Fire Accident,19,No,9
SHOPLIFTING,Delhi,75,F,Blunt Object,Other Crime,8,Yes,2
DRUG OFFENSE,Agra,55,F,Knife,Other Crime,11,Yes,6
BURGLARY,Faridabad,43,F,Poison,Other Crime,14,No,6
ILLEGAL POSSESSION,Mumbai,73,F,Firearm,Other Crime,12,No,5
ARSON,Chennai,11,M,Blunt Object,Fire Accident,10,No,9
FRAUD,Delhi,13,M,Poison,Other Crime,18,Yes,4
FIREARM OFFENSE,Mumbai,31,F,Poison,Fire Accident,18,No,8
HOMICIDE,Jaipur,61,F,Other,Other Crime,14,No,10
ASSAULT,Pune,12,M,Unknown,Violent Crime,8,Yes,8
IDENTITY THEFT,Delhi,65,F,Explosives,Violent Crime,1,No,4
ARSON,Pune,31,F,Unknown,Fire Accident,1,Yes,9
FRAUD,Delhi,45,M,Knife,Other Crime,3,Yes,4
KIDNAPPING,Kolkata,75,M,Poison,Other Crime,1,No,9
PUBLIC INTOXICATION,Ludhiana,60,F,Firearm,Other Crime,14,No,1
ASSAULT,Pune,55,F,Knife,Violent Crime,2,Yes,8
VEHICLE - STOLEN,Mumbai,74,M,Poison,Violent Crime,17,No,5
ROBBERY,Hyderabad,33,F,Knife,Violent Crime,1,Yes,8
ROBBERY,Jaipur,73,F,Unknown,Violent Crime,5,No,8
VANDALISM,Bangalore,47,F,Unknown,Other Crime,14,Yes,3
PUBLIC INTOXICATION,Bangalore,45,M,Knife,Other Crime,4,Yes,1
KIDNAPPING,Delhi,48,M,Poison,Other Crime,12,Yes,9
TRAFFIC VIOLATION,Pune,26,F,Knife,Traffic Fatality,12,Yes,2
SEXUAL ASSAULT,Bangalore,58,F,Other,Violent Crime,15,Yes,9
FRAUD,Hyderabad,21,F,Other,Other Crime,13,Yes,4
VEHICLE - STOLEN,Hyderabad,76,F,Unknown,Violent Crime,4,No,5
TRAFFIC VIOLATION,Bangalore,34,F,Explosives,Traffic Fatality,13,Yes,2
SEXUAL ASSAULT,Ahmedabad,70,M,Firearm,Violent Crime,6,No,9
FIREARM OFFENSE,Jaipur,19,M,Unknown,Fire Accident,17,No,8
ARSON,Bangalore,17,M,Knife,Fire Accident,10,No,9
FIREARM OFFENSE,Delhi,60,M,Firearm,Fire Accident,19,No,8
PUBLIC INTOXICATION,Bangalore,19,M,Unknown,Other Crime,7,No,1
FIREARM OFFENSE,Delhi,49,M,Poison,Fire Accident,14,No,8
IDENTITY THEFT,Indore,28,F,Explosives,Violent Crime,1,Yes,4
VEHICLE - STOLEN,Lucknow,59,F,Firearm,Violent Crime,16,Yes,5
DRUG OFFENSE,Thane,66,F,Firearm,Other Crime,2,Yes,6
DOMESTIC VIOLENCE,Ahmedabad,29,F,Poison,Violent Crime,16,No,8
ROBBERY,Pune,12,F,Poison,Violent Crime,15,Yes,8
DRUG OFFENSE,Varanasi,43,M,Blunt Object,Other Crime,4,No,6
ASSAULT,Chennai,15,M,Explosives,Violent Crime,14,No,8
SHOPLIFTING,Chennai,35,F,Explosives,Other Crime,2,No,2
EXTORTION,Nagpur,53,F,Firearm,Other Crime,14,No,7
ROBBERY,Lucknow,71,M,Firearm,Violent Crime,13,No,8
CYBERCRIME,Bangalore,12,F,Other,Other Crime,17,No,5
VEHICLE - STOLEN,Bangalore,59,F,Blunt Object,Violent Crime,12,Yes,5
DRUG OFFENSE,Pune,50,M,Knife,Other Crime,1,No,6
IDENTITY THEFT,Mumbai,40,F,Firearm,Violent Crime,11,No,4
ASSAULT,Kolkata,32,F,Firearm,Violent Crime,5,No,8
FIREARM OFFENSE,Kolkata,43,M,Explosives,Fire Accident,10,No,8
HOMICIDE,Mumbai,45,F,Knife,Other Crime,10,Yes,10
IDENTITY THEFT,Delhi,51,F,Unknown,Violent Crime,7,No,4
FIREARM OFFENSE,Kanpur,17,M,Firearm,Fire Accident,12,Yes,8
PUBLIC INTOXICATION,Hyderabad,55,F,Poison,Other Crime,19,Yes,1
PUBLIC INTOXICATION,Bhopal,68,F,Firearm,Other Crime,8,Yes,1
EXTORTION,Srinagar,16,M,Blunt Object,Other Crime,17,No,7
IDENTITY THEFT,Kanpur,57,M,Explosives,Violent Crime,1,No,4
ROBBERY,Hyderabad,76,F,Unknown,Violent Crime,16,No,8
FIREARM OFFENSE,Lucknow,60,F,Knife,Fire Accident,11,Yes,8
PUBLIC INTOXICATION,Srinagar,35,F,Firearm,Other Crime,13,Yes,1
HOMICIDE,Hyderabad,54,F,Blunt Object,Other Crime,8,Yes,10
TRAFFIC VIOLATION,Nagpur,15,M,Knife,Traffic Fatality,16,Yes,2
FIREARM OFFENSE,Bangalore,58,M,Unknown,Fire Accident,18,No,8
ARSON,Hyderabad,17,F,Other,Fire Accident,7,No,9
HOMICIDE,Bangalore,27,F,Other,Other Crime,1,No,10
VANDALISM,Mumbai,21,F,Firearm,Other Crime,6,Yes,3
VANDALISM,Rajkot,19,M,Poison,Other Crime,3,No,3
SHOPLIFTING,Delhi,61,M,Firearm,Other Crime,2,No,2
TRAFFIC VIOLATION,Kanpur,46,M,Other,Traffic Fatality,4,Yes,2
KIDNAPPING,Delhi,19,F,Other,Other Crime,1,No,9
ROBBERY,Hyderabad,33,M,Poison,Violent Crime,8,Yes,8
TRAFFIC VIOLATION,Delhi,71,F,Knife,Traffic Fatality,8,Yes,2
VANDALISM,Jaipur,61,F,Other,Other Crime,8,No,3
CYBERCRIME,Kanpur,16,F,Explosives,Other Crime,16,No,5
BURGLARY,Chennai,38,F,Poison,Other Crime,16,No,6
ASSAULT,Mumbai,18,F,Knife,Violent Crime,13,No,8
FIREARM OFFENSE,Jaipur,49,M,Unknown,Fire Accident,14,Yes,8
PUBLIC INTOXICATION,Bangalore,28,M,Knife,Other Crime,16,No,1
DRUG OFFENSE,Visakhapatnam,52,F,Other,Other Crime,5,No,6
SHOPLIFTING,Bhopal,60,F,Poison,Other Crime,9,Yes,2
TRAFFIC VIOLATION,Ahmedabad,79,M,Knife,Traffic Fatality,3,No,2
FIREARM OFFENSE,Ludhiana,22,F,Firearm,Fire Accident,14,No,8
HOMICIDE,Kolkata,13,F,Blunt Object,Other Crime,11,Yes,10
VEHICLE - STOLEN,Hyderabad,73,F,Poison,Violent Crime,16,Yes,5
VANDALISM,Mumbai,23,F,Knife,Other Crime,7,No,3
ROBBERY,Ludhiana,47,F,Unknown,Violent Crime,7,Yes,8
PUBLIC INTOXICATION,Mumbai,28,F,Firearm,Other Crime,11,Yes,1
FRAUD,Thane,40,F,Poison,Other Crime,3,Yes,4
ARSON,Bangalore,69,F,Poison,Fire Accident,3,No,9
DOMESTIC VIOLENCE,Kanpur,78,F,Unknown,Violent Crime,10,Yes,8
FRAUD,Chennai,39,M,Poison,Other Crime,12,No,4
PUBLIC INTOXICATION,Ahmedabad,58,F,Blunt Object,Other Crime,9,Yes,1
SEXUAL ASSAULT,Jaipur,75,M,Blunt Object,Violent Crime,19,No,9
DOMESTIC VIOLENCE,Hyderabad,22,F,Poison,Violent Crime,5,No,8
DRUG OFFENSE,Thane,28,M,Other,Other Crime,5,Yes,6
FRAUD,Hyderabad,63,M,Poison,Other Crime,12,Yes,4
DOMESTIC VIOLENCE,Kolkata,51,F,Other,Violent Crime,18,Yes,8
DRUG OFFENSE,Jaipur,38,M,Poison,Other Crime,9,No,6
IDENTITY THEFT,Jaipur,36,F,Explosives,Violent Crime,19,Yes,4
CYBERCRIME,Mumbai,76,M,Blunt Object,Other Crime,8,Yes,5
FIREARM OFFENSE,Chennai,60,F,Poison,Fire Accident,9,Yes,8
KIDNAPPING,Thane,49,M,Blunt Object,Other Crime,12,Yes,9
EXTORTION,Mumbai,25,F,Poison,Other Crime,1,Yes,7
VEHICLE - STOLEN,Chennai,74,F,Knife,Violent Crime,7,Yes,5
KIDNAPPING,Jaipur,77,F,Unknown,Other Crime,12,No,9
ASSAULT,Surat,67,F,Unknown,Violent Crime,5,No,8
COUNTERFEITING,Nashik,67,F,Firearm,Other Crime,7,No,4
VEHICLE - STOLEN,Surat,58,F,Knife,Violent Crime,6,Yes,5
DOMESTIC VIOLENCE,Bangalore,55,F,Poison,Violent Crime,13,No,8
VANDALISM,Hyderabad,45,F,Firearm,Other Crime,15,Yes,3
ARSON,Kolkata,45,M,Poison,Fire Accident,1,Yes,9
IDENTITY THEFT,Hyderabad,21,M,Other,Violent Crime,12,No,4
SEXUAL ASSAULT,Jaipur,65,M,Other,Violent Crime,10,Yes,9
KIDNAPPING,Surat,75,F,Unknown,Other Crime,3,No,9
SHOPLIFTING,Chennai,14,M,Other,Other Crime,7,Yes,2
DRUG OFFENSE,Mumbai,13,M,Blunt Object,Other Crime,18,Yes,6
VANDALISM,Kolkata,70,M,Firearm,Other Crime,18,No,3
CYBERCRIME,Srinagar,44,M,Firearm,Other Crime,12,No,5
IDENTITY THEFT,Nagpur,54,F,Explosives,Violent Crime,18,Yes,4
TRAFFIC VIOLATION,Agra,41,F,Explosives,Traffic Fatality,14,Yes,2
SEXUAL ASSAULT,Ahmedabad,21,F,Other,Violent Crime,18,No,9
DOMESTIC VIOLENCE,Mumbai,69,F,Explosives,Violent Crime,13,No,8
HOMICIDE,Jaipur,17,M,Blunt Object,Other Crime,13,Yes,10
SHOPLIFTING,Srinagar,36,F,Unknown,Other Crime,13,No,2
KIDNAPPING,Visakhapatnam,33,M,Unknown,Other Crime,6,No,9
HOMICIDE,Mumbai,75,M,Unknown,Other Crime,7,No,10
FRAUD,Pune,52,F,Blunt Object,Other Crime,18,Yes,4
FIREARM OFFENSE,Kolkata,75,F,Unknown,Fire Accident,12,No,8
ILLEGAL POSSESSION,Bangalore,45,F,Other,Other Crime,6,Yes,5
VANDALISM,Bangalore,27,F,Poison,Other Crime,3,Yes,3
SHOPLIFTING,Delhi,38,F,Unknown,Other Crime,7,Yes,2
DRUG OFFENSE,Delhi,64,M,Explosives,Other Crime,9,Yes,6
IDENTITY THEFT,Hyderabad,67,F,Poison,Violent Crime,5,Yes,4
FRAUD,Jaipur,71,F,Unknown,Other Crime,10,No,4
TRAFFIC VIOLATION,Chennai,54,F,Explosives,Traffic Fatality,1,No,2
KIDNAPPING,Kolkata,78,F,Other,Other Crime,12,No,9
ARSON,Mumbai,35,M,Explosives,Fire Accident,10,No,9
VANDALISM,Chennai,38,M,Other,Other Crime,11,No,3
TRAFFIC VIOLATION,Pune,42,F,Explosives,Traffic Fatality,3,Yes,2
PUBLIC INTOXICATION,Hyderabad,12,F,Poison,Other Crime,3,Yes,1
ROBBERY,Bangalore,13,M,Blunt Object,Violent Crime,6,No,8
EXTORTION,Bhopal,18,F,Explosives,Other Crime,2,Yes,7
BURGLARY,Kolkata,14,F,Explosives,Other Crime,2,No,6
TRAFFIC VIOLATION,Bangalore,58,F,Knife,Traffic Fatality,17,No,2
IDENTITY THEFT,Bangalore,29,F,Firearm,Violent Crime,17,Yes,4
FRAUD,Chennai,14,M,Explosives,Other Crime,11,Yes,4
ROBBERY,Ghaziabad,16,F,Other,Violent Crime,18,Yes,8
BURGLARY,Lucknow,66,M,Explosives,Other Crime,4,Yes,6
EXTORTION,Hyderabad,16,F,Knife,Other Crime,14,Yes,7
SHOPLIFTING,Bangalore,16,F,Other,Other Crime,3,No,2
PUBLIC INTOXICATION,Ahmedabad,35,M,Unknown,Other Crime,18,Yes,1
BURGLARY,Bangalore,74,M,Other,Other Crime,4,No,6
VEHICLE - STOLEN,Chennai,53,M,Firearm,Violent Crime,1,Yes,5
KIDNAPPING,Indore,49,F,Poison,Other Crime,10,No,9
TRAFFIC VIOLATION,Mumbai,32,M,Unknown,Traffic Fatality,5,No,2
DOMESTIC VIOLENCE,Mumbai,25,F,Explosives,Violent Crime,5,No,8
SHOPLIFTING,Bhopal,79,M,Explosives,Other Crime,16,No,2
IDENTITY THEFT,Delhi,67,F,Blunt Object,Violent Crime,19,No,4
IDENTITY THEFT,Pune,38,F,Blunt Object,Violent Crime,19,No,4
VEHICLE - STOLEN,Mumbai,54,F,Other,Violent Crime,1,Yes,5
ARSON,Ludhiana,76,F,Explosives,Fire Accident,1,Yes,9
ROBBERY,Rajkot,42,F,Knife,Violent Crime,1,Yes,8
DOMESTIC VIOLENCE,Vasai,20,M,Explosives,Violent Crime,3,Yes,8
KIDNAPPING,Surat,43,F,Firearm,Other Crime,9,No,9
COUNTERFEITING,Chennai,68,F,Knife,Other Crime,9,Yes,4
FRAUD,Pune,24,F,Firearm,Other Crime,18,No,4
FRAUD,Delhi,73,F,Unknown,Other Crime,15,Yes,4
KIDNAPPING,Ludhiana,71,M,Firearm,Other Crime,2,Yes,9
EXTORTION,Pune,22,M,Firearm,Other Crime,1,Yes,7
SEXUAL ASSAULT,Nashik,33,F,Blunt Object,Violent Crime,3,No,9
ASSAULT,Hyderabad,27,F,Explosives,Violent Crime,10,No,8
SEXUAL ASSAULT,Kanpur,75,F,Other,Violent Crime,6,Yes,9
ROBBERY,Ludhiana,24,F,Poison,Violent Crime,3,Yes,8
COUNTERFEITING,Delhi,79,F,Unknown,Other Crime,13,No,4
HOMICIDE,Jaipur,10,F,Unknown,Other Crime,7,Yes,10
ILLEGAL POSSESSION,Bhopal,17,M,Other,Other Crime,6,Yes,5
EXTORTION,Delhi,11,F,Other,Other Crime,19,No,7
BURGLARY,Mumbai,38,F,Firearm,Other Crime,16,No,6
PUBLIC INTOXICATION,Pune,26,F,Knife,Other Crime,2,Yes,1
HOMICIDE,Delhi,39,F,Knife,Other Crime,18,No,10
KIDNAPPING,Delhi,72,M,Poison,Other Crime,18,Yes,9
KIDNAPPING,Pune,11,F,Knife,Other Crime,12,No,9
ROBBERY,Delhi,45,F,Unknown,Violent Crime,11,No,8
FRAUD,Mumbai,31,F,Other,Other Crime,15,Yes,4
ASSAULT,Hyderabad,70,F,Poison,Violent Crime,7,Yes,8
ROBBERY,Delhi,52,F,Firearm,Violent Crime,4,No,8
DOMESTIC VIOLENCE,Kolkata,22,M,Other,Violent Crime,1,Yes,8
SHOPLIFTING,Delhi,65,M,Firearm,Other Crime,6,No,2
DRUG OFFENSE,Chennai,27,F,Poison,Other Crime,17,No,6
PUBLIC INTOXICATION,Ludhiana,24,F,Unknown,Other Crime,3,Yes,1
ILLEGAL POSSESSION,Mumbai,35,F,Knife,Other Crime,8,No,5
KIDNAPPING,Ahmedabad,59,F,Firearm,Other Crime,10,Yes,9
ROBBERY,Agra,54,M,Firearm,Violent Crime,8,No,8
CYBERCRIME,Bhopal,28,M,Unknown,Other Crime,13,No,5
FRAUD,Jaipur,38,F,Explosives,Other Crime,9,Yes,4
FIREARM OFFENSE,Delhi,18,F,Firearm,Fire Accident,10,Yes,8
SHOPLIFTING,Mumbai,35,M,Poison,Other Crime,18,No,2
PUBLIC INTOXICATION,Bangalore,18,F,Other,Other Crime,4,No,1
ARSON,Faridabad,51,F,Firearm,Fire Accident,9,Yes,9
DRUG OFFENSE,Mumbai,60,F,Knife,Other Crime,6,Yes,6
KIDNAPPING,Lucknow,46,F,Knife,Other Crime,19,No,9
CYBERCRIME,Bhopal,41,F,Firearm,Other Crime,16,Yes,5
ARSON,Ahmedabad,23,F,Poison,Fire Accident,2,Yes,9
FRAUD,Pune,74,M,Unknown,Other Crime,15,No,4
ASSAULT,Bangalore,79,M,Unknown,Violent Crime,3,Yes,8
PUBLIC INTOXICATION,Mumbai,11,F,Knife,Other Crime,18,No,1
IDENTITY THEFT,Hyderabad,76,F,Blunt Object,Violent Crime,1,No,4
FRAUD,Kolkata,39,F,Poison,Other Crime,5,Yes,4
ROBBERY,Delhi,49,F,Poison,Violent Crime,5,Yes,8
FRAUD,Pune,32,F,Explosives,Other Crime,9,Yes,4
KIDNAPPING,Ghaziabad,74,F,Poison,Other Crime,11,Yes,9
SHOPLIFTING,Bangalore,66,F,Knife,Other Crime,11,Yes,2
ARSON,Bangalore,22,F,Explosives,Fire Accident,10,No,9
KIDNAPPING,Delhi,38,F,Other,Other Crime,17,Yes,9
EXTORTION,Kolkata,52,F,Unknown,Other Crime,5,Yes,7
VANDALISM,Delhi,48,F,Blunt Object,Other Crime,7,Yes,3
TRAFFIC VIOLATION,Bangalore,71,F,Explosives,Traffic Fatality,12,No,2
DOMESTIC VIOLENCE,Delhi,51,M,Other,Violent Crime,16,Yes,8
DOMESTIC VIOLENCE,Jaipur,12,F,Poison,Violent Crime,9,Yes,8
VEHICLE - STOLEN,Jaipur,36,F,Blunt Object,Violent Crime,18,No,5
PUBLIC INTOXICATION,Delhi,36,M,Unknown,Other Crime,18,Yes,1
VANDALISM,Mumbai,66,M,Knife,Other Crime,16,No,3
ILLEGAL POSSESSION,Jaipur,26,F,Poison,Other Crime,16,Yes,5
SEXUAL ASSAULT,Kolkata,51,M,Firearm,Violent Crime,8,No,9
BURGLARY,Ahmedabad,11,F,Other,Other Crime,11,Yes,6
ASSAULT,Varanasi,27,F,Other,Violent Crime,12,No,8
DOMESTIC VIOLENCE,Bhopal,29,F,Explosives,Violent Crime,10,No,8
TRAFFIC VIOLATION,Hyderabad,74,M,Explosives,Traffic Fatality,1,Yes,2
FIREARM OFFENSE,Hyderabad,72,F,Explosives,Fire Accident,4,No,8
TRAFFIC VIOLATION,Ahmedabad,78,F,Blunt Object,Traffic Fatality,13,No,2
HOMICIDE,Patna,39,F,Firearm,Other Crime,5,No,10
EXTORTION,Bangalore,22,M,Blunt Object,Other Crime,12,No,7
ILLEGAL POSSESSION,Thane,19,M,Explosives,Other Crime,11,No,5
FRAUD,Ahmedabad,23,F,Knife,Other Crime,12,Yes,4
FIREARM OFFENSE,Kolkata,40,M,Other,Fire Accident,5,Yes,8
ASSAULT,Kanpur,35,M,Firearm,Violent Crime,15,Yes,8
IDENTITY THEFT,Patna,38,F,Blunt Object,Violent Crime,11,Yes,4
FRAUD,Bangalore,45,F,Explosives,Other Crime,5,Yes,4
